A,B
itgb2,jam3
itgb2,slc39a7
itgb2,itgal
itgb2,itgax
itgb2,itgad
fermt3,itgb1
mtx1,mtx2
wls,wnt3
wls,wnt5a
ms4a2,mta2
ms4a2,gata1
hdac3,irf7
hdac3,nfkbia
hdac3,ccnd1
hdac3,gja1
hdac3,smarca4
hdac3,dach1
hdac3,jdp2
hdac3,runx2
hdac3,klf6
hdac3,tmpo
ighm,cd52
ighd,cd52
pdia3,atp2a2
pdia3,anxa4
pdia3,tmem64
atp2a2,lnx2
atp2a2,dtnbp1
atp2a2,atp2b1
atp2a2,pln
atp2a2,tram2
atp2a2,tmem64
atp2a2,mrln
irf1,sumo1
irf1,tlr3
irf1,rsad2
irf1,polr2a
irf1,tnf
irf1,gbp5
irf1,il15
irf1,tbk1
irf1,tap1
irf1,ccl5
irf1,il12rb1
irf1,irf9
irf1,ptgs2
irf1,il23a
irf1,brd4
irf1,pias3
irf1,il27
irf1,sell
irf1,agtr2
irf1,il18
irf1,ifi47
irf1,polr2f
irf1,c1ra
gipc1,plekhg5
gipc1,slc2a1
gipc1,rgs19
gipc1,kif1b
gipc1,tgfbr3
plekhg5,amotl1
plekhg5,amotl2
plekhg5,rhoa
plekhg5,amot
plekhg5,patj
plekhg5,mpdz
plekhg5,myo1c
plekhg5,myo6
plekhg5,mpp5
rhoa,pak1
rhoa,pkn2
rhoa,homer2
rhoa,iqgap1
rhoa,rtkn
rhoa,cit
rhoa,aplp2
amot,ptpn13
amot,mpp6
amot,flna
patj,baiap2
patj,gda
patj,tubb2a
patj,cnp
patj,atp5a1
patj,ckb
patj,prkcb
patj,tuba1c
ephb1,tiam1
ephb1,efnb1
ephb1,egr1
tiam1,efnb1
tiam1,ntrk2
tiam1,epha2
tiam1,efna2
efnb1,ptpn13
efnb1,gja1
efnb1,nck2
efnb1,psen1
efnb1,zhx2
efnb1,ephb2
efnb1,sdcbp
efnb1,ephb3
efnb1,efnb2
efnb1,epha2
efnb1,efna2
jarid2,bclaf1
jarid2,thrap3
jarid2,myc
jarid2,ehmt2
jarid2,klf4
suz12,myc
suz12,dnmt3b
suz12,dnmt3a
suz12,nfkbia
suz12,phf19
suz12,kdm5b
gata4,baz1b
gata4,smarca4
gata4,kpnb1
gata4,ctcf
rbbp4,mta2
rbbp4,runx1
rbbp4,gata1
trim35,irf7
bclaf1,ntrk2
bclaf1,dld
thrap3,dld
myc,ehmt1
myc,fos
myc,egr1
myc,tert
myc,e2f1
myc,foxo3
myc,hif1a
myc,smarca4
myc,bin1
myc,zbtb17
myc,fbxw7
myc,cebpg
myc,brd8
myc,cdr2
myc,chd4
myc,irf9
myc,atoh1
myc,eif4e
myc,esrp1
myc,prdm1
myc,pim2
myc,etv3
myc,odc1
myc,loc100044627
myc,ccnt1
myc,rpl3
myc,rpl6
myc,pim1
myc,sirt6
myc,rps15a
myc,trim6
myc,camk2n1
myc,tfam
myc,tsix
myc,noct
ehmt1,ehmt2
ehmt1,dnmt3a
ehmt1,ccnd1
ehmt2,dnmt3b
ehmt2,dnmt3a
ehmt2,dnmt3l
ehmt2,hoxa9
ehmt2,il2ra
ehmt2,polr2a
ehmt2,ncoa3
ehmt2,ncoa2
ehmt2,gfi1b
ehmt2,prdm16
ehmt2,rif1
ehmt2,cd27
ehmt2,prdm1
ehmt2,wiz
klf4,yap1
klf4,smarca4
klf4,chd4
klf4,rad21
klf4,fbxw11
klf4,hmgb1
klf4,zfp296
klf4,tsix
ccnb1ip1,ociad1
ccnb1ip1,akap9
ccnb1ip1,srgn
e2f4,rbl1
e2f4,ccna2
e2f4,tfdp2
e2f4,arid1a
e2f4,tfdp1
e2f4,rab3gap1
e2f4,tdp1
nfil3,il10
nfil3,il13
yap1,runx1
yap1,foxo1
yap1,ddx17
nrxn1,lnx2
nrxn1,gabra1
nrxn1,nlgn2
nrxn1,nlgn1
nrxn1,cbln1
nrxn1,sytl1
nrxn1,sytl3
nrxn1,sytl2
nrxn1,cbln2
nrxn1,cbln4
nrxn1,clstn3
eif3i,rptor
eif3i,lin28a
rptor,ywhaq
stx3,vamp3
stx3,snap23
stx3,stxbp2
stx3,stxbp1
snap23,stxbp5
snap23,vamp8
stxbp2,stx2
sdha,slc25a3
sdha,elavl1
sdha,ppia
sdha,ywhag
sdha,sdhc
sdha,ckb
sdha,lmnb1
sdha,chchd3
sdha,slc25a5
sdha,ywhaq
sdha,prph
sdha,sfxn1
soat1,slc25a3
soat1,chtop
soat1,ppia
soat1,vdac2
soat1,slc25a5
soat1,pdhb
soat1,ywhaq
soat1,tpm1
soat1,fbl
soat1,sfxn1
soat1,atp5c1
soat1,myh11
b9d1,slc25a3
b9d1,kif23
b9d1,rsbn1
b9d1,atp5a1
b9d1,tpm3
b9d1,ybx1
b9d1,flnb
b9d1,snrpf
b9d1,cct7
b9d1,slc25a5
b9d1,trip12
b9d1,cct3
b9d1,hnrnph1
b9d1,hnrnpc
b9d1,sbno1
slc25a3,ecsit
satb2,atf4
satb2,mta2
satb2,runx2
atf4,nde1
atf4,fos
atf4,hif1a
atf4,creb1
atf4,pde4b
atf4,foxo1
atf4,cebpg
atf4,egln3
atf4,trib3
atf4,ddit3
atf4,abraxas2
atf4,gabbr2
atf4,gabbr1
atf4,atf1
atf4,kpna6
atf4,kpna1
atf4,txlng
mta2,nr4a1
mta2,runx1
mta2,gata1
mta2,mbd3
mta2,klf5
mta2,mta1
mta2,chd4
mta2,ctbp1
mta2,gata3
mta2,cpa3
mta2,mbd2
mta2,zbtb7a
stx4a,stxbp1
stx4a,stxbp5
rbl1,usp4
rbl2,runx2
rbl2,usp4
nde1,utrn
nde1,sla
nde1,rad21
nde1,smc1a
nde1,smc3
nde1,pcnt
pafah1b1,cdc42
pafah1b1,dync1h1
pafah1b1,iqgap1
cbx2,hells
cbx2,dnmt3b
cbx2,phc1
hells,dnmt3b
hells,dnmt3a
dnmt3b,dnmt3a
dnmt3b,dnmt3l
dnmt3b,nr6a1
dnmt3b,rhox5
dnmt3b,mis18a
dnmt3b,baz2a
dnmt3b,e2f6
dnmt3a,dnmt3l
dnmt3a,nr6a1
dnmt3a,smarca4
dnmt3a,ptges3
dnmt3a,rhox5
dnmt3a,mis18a
nphp1,bag2
nphp1,vim
nphp1,s100a4
nphp1,c3
nphp1,tuba1b
nphp1,hist1h2an
basp1,wt1
tmed10,nbr1
tmed10,nrsn1
nf2,ppp1r12a
nf2,pak1
prkg1,ppp1r12a
prkg1,mrvi1
ppp1r12a,smtnl1
tnfrsf11a,plekhg3
maf,nfe2l2
maf,il1r1
pax6,hoxa9
pax6,homer3
pax6,dnajc2
il21,nfatc2
ahr,calcoco1
ahr,afmid
batf,il1r1
il4,elavl1
il4,nfatc2
sumo1,irf7
sumo1,ikzf1
sumo1,ranbp2
sumo1,myb
sumo1,rangap1
nfe2l2,fos
nfe2l2,cdkn1a
nfe2l2,cul3
nfe2l2,arrb1
nfe2l2,keap1
nfe2l2,ptma
nfe2l2,cers2
nfe2l2,jund
nfe2l2,mafk
nfe2l2,mafg
nfe2l2,pmf1
nfe2l2,atg7
nfe2l2,mapk7
nfe2l2,eif2ak3
nfe2l2,ncor2
nfe2l2,nrf1
il10,nfatc2
il10,il10ra
sox9,kpnb1
sox9,zbtb7a
sox9,arid5a
plec,dst
plec,tor1a
golga3,tsnax
rras2,pik3cg
rras2,pik3cd
rras2,ralgds
pik3cg,pik3r6
pik3cg,pik3r5
pik3cg,lck
pik3cg,grk2
pik3cg,wipf1
pik3cg,kras
pik3cg,pik3cd
pik3cg,rras
pik3cg,gna11
pik3cg,sirpa
crem,smc2
barx2,fos
tle1,nupr1
tle1,fos
tle1,egr1
tle1,runx2
nupr1,ddx5
fos,foxo3
fos,jund
fos,yy1
fos,smarcb1
fos,smarca2
fos,tnf
fos,optn
fos,nr3c1
fos,mecom
fos,mmp13
fos,junb
fos,cyld
fos,tdg
fos,prdm1
fos,psmc5
fos,esr2
fos,hhex
fos,tro
fos,snapc5
fos,il27
fos,eef1d
fos,il18
fos,rit2
fos,schip1
fos,trem1
egr1,zbtb17
egr1,elk4
egr1,alas1
egr1,sp1
egr1,pin1
egr1,sf1
egr1,pitx1
egr1,g3bp1
egr1,nab2
egr1,elk1
egr1,dmtf1
egr1,lhb
egr1,elk3
egr1,apcs
lrp1,sorl1
lrp1,mapk8ip1
lrp1,ranbp9
lrp1,ldlrap1
lrp1,mapk8ip2
lrp1,synj2bp
lrp1,a2m
lrp1,pid1
nlrx1,eya4
tax1bp1,ube2d3
tax1bp1,tnfaip3
tax1bp1,ube2n
tax1bp1,ripk1
rbck1,eya2
cd40,birc3
cd40,otud7b
cd40,ppp1r13b
tpx2,aurka
sestd1,asap1
sestd1,cadps
pbxip1,med30
ptprs,vil1
irf7,foxo3
irf7,rsad2
irf7,stat2
irf7,hoxb8
irf7,sumo3
irf7,nmi
irf7,gbp4
tnfrsf4,prkcq
tnfrsf4,siva1
tnfrsf4,malt1
map3k3,map3k7
map3k3,ripk1
map3k3,psme3
nfkbia,hist1h4f
nfkbia,hoxa9
nfkbia,vdr
nfkbia,hoxb8
nfkbia,tnfaip3
nfkbia,il6
nfkbia,ccl5
nfkbia,fbxw11
nfkbia,prmt2
nfkbia,sumo2
nfkbia,hoxb5
nfkbia,hoxd1
nfkbia,nfat5
nfkbia,hspa4
nfkbia,hey1
notch3,psen2
srsf2,npm1
srsf2,brdt
srsf2,col1a1
srsf2,polr2a
srsf2,vim
srsf2,rrm2
srsf2,aurkb
srsf2,hnrnpl
srsf2,hexim1
srsf2,magoh
srsf2,srsf6
srsf2,plk1
srsf2,fus
srsf2,tmsb4x
srsf2,aurka
srsf2,ptbp1
srsf2,hnrnph1
srsf2,brd4
srsf2,ccnt1
srsf2,htatsf1
srsf2,rsrc2
srsf2,larp7
asap1,macf1
asap1,dtnbp1
asap1,uaca
asap1,arhgef2
asap1,ptk2b
asap1,reps2
macf1,lrp6
macf1,clasp1
macf1,mapre1
macf1,clasp2
prmt1,hoxa9
prmt1,runx1
prmt1,meis1
prmt1,txnip
prmt1,khdrbs1
prmt1,lsm14a
chtop,prmt5
prmt5,ccnd1
prmt5,smarca4
prmt5,dlk1
prmt5,nr0b2
prmt5,pabpc1
prmt5,jak3
prmt5,tcerg1
prmt5,hnrnpd
prmt5,wdr77
prmt5,snrpb
prmt5,serbp1
prmt5,prdm4
prmt5,coprs
prmt5,snrpc
prmt5,sf3b4
cdkn1a,cdk2
cdkn1a,ccnd1
cdkn1a,ccnd2
cdkn1a,foxo1
cdkn1a,fcor
cdkn1a,stk11
cdkn1a,trim3
cdkn1a,palb2
cdkn1a,ccnb1
cdkn1a,mdm4
cdkn1a,cdk6
cdkn1a,ywhaq
cdkn1a,gadd45g
cdkn1a,kdm8
ppp1cc,ccnd1
ppp1cc,bax
ppp1cc,ccnb1
cdk2,ccne1
cdk2,ccnd1
cdk2,ccnd2
cdk2,cdc6
cdk2,h1f0
ccna2,sertad1
ccne1,pura
ccne1,cul3
ccne1,ciz1
ccnd1,pura
ccnd1,cul4a
ccnd1,cul4b
ccnd1,zbtb17
ccnd1,itgb1
ccnd1,cryab
ccnd1,ubtf
ccnd1,mybl2
ccnd1,e2f3
ccnd1,fbxo4
ccnd1,cdk6
ccnd1,ppp1ccb
ccnd1,wdr77
ccnd1,exoc3
ccnd1,nrf1
ccnd1,rala
ccnd1,ralb
npm1,ddx5
npm1,vim
npm1,rpl13a
npm1,ybx1
npm1,rpl4
npm1,rps3
npm1,rrp1b
npm1,ddx1
pura,ccnb1
ccnd2,set
ccnd2,vegfa
ccnd2,cdk6
lpin2,ctdnep1
slc2a1,myo6
slc2a1,tert
myo6,capzb
tert,smarca4
tert,nfat5
atxn1l,cic
ptpn13,brd7
ptpn13,trip6
ptpn13,pdlim4
ptpn13,crip2
brd7,trim24
brd7,smarca4
brd7,smarca2
trip6,pdlim4
trip6,mef2c
pdlim4,ssbp3
hist1h2bn,uhrf1
uhrf1,top2a
uhrf1,top2b
uhrf1,usp7
uhrf1,eme1
uhrf1,rcc1
uhrf1,supt16
uhrf1,mus81
uhrf1,pramel7
nr4a1,top2a
nr4a1,smarcc1
nr4a1,chd4
nr4a1,gatad2b
nr4a1,mybbp1a
sycp1,syce2
syce2,syce1
syce2,tex12
syce2,syce3
syce2,1700013h16rik
zfp219,ncoa3
zfp219,hist1h2an
sap18,ncoa3
sap18,hist1h2an
cul3,baz1b
cul3,top2a
cul3,ddx5
cul3,zbtb16
cul3,lmnb1
cul3,hnrnpk
cul3,hp1bp3
hist1h3h,nasp
hist1h3h,mcm2
hist1h3h,mcm6
pak1,agrn
pak1,zfp768
pak1,cd47
pak1,rac2
pak1,racgap1
pak1,cdc42
pak1,musk
pak1,esr1
pak1,arhgef7
pak1,mbp
pak1,scrib
pak1,rhoj
pak1,inpp5k
agrn,atp1a3
agrn,lrp4
cd47,sirpa
racgap1,prkce
cdc42,abcg3
cdc42,arhgap1
cdc42,dock11
cdc42,prkcz
cdc42,prkci
cdc42,pard6a
cdc42,pik3cb
cdc42,tnk2
cdc42,arhgap32
cdc42,homer2
cdc42,iqgap1
cdc42,cit
cdc42,arhgef7
cdc42,map3k1
cdc42,arhgap33
cdc42,scrib
cdc42,dock9
cdc42,dock10
cdc42,ccpg1
cdc42,srgap1
cdc42,cdc42ep5
cdc42,ocrl
cdc42,iqgap3
cdc42,pard6b
musk,nsf
musk,lrp4
musk,dnaja3
map3k7,birc3
map3k7,traf3ip2
map3k7,ticam2
map3k7,skil
map3k7,malt1
map3k7,peli2
map3k7,dazap2
map3k7,cdc37
map3k7,tgfbr2
unc93b1,tlr13
unc93b1,tlr3
tlr3,irf2
tlr3,ticam2
pik3r6,pik3r5
tlx3,tfdp2
tlx3,tle6
tlx3,trps1
tlx3,per1
tlx3,tsc22d4
tlx3,gtf2h1
tlx3,dek
tfdp2,e2f1
tfdp2,e2f5
tfdp2,gmcl1
tfdp2,e2f2
e2f1,smarca4
e2f1,bin1
e2f1,topbp1
e2f1,tap1
e2f5,arid1a
gmcl1,tmpo
e2f2,gata1
e2f2,tfdp1
hist1h3b,nasp
hist1h3b,mcm2
hist1h3b,mcm6
nap1l2,nap1l4
nap1l2,hnrnpc
foxo3,ifih1
foxo3,ddx58
foxo3,cmpk2
foxo3,ikzf2
hist1h4f,tnfrsf18
hist1h4f,prkce
hist1h4f,hoxa9
tnfrsf18,runx1
tnfrsf18,siva1
tnfrsf18,tnfsf18
prkce,lck
prkce,ckm
prkce,hif1a
prkce,gja1
prkce,vim
prkce,fbxw7
prkce,cryab
prkce,hspa1a
prkce,sdhb
prkce,slc25a4
prkce,csrp3
prkce,tmpo
prkce,hspb1
prkce,atp5a1
prkce,tufm
prkce,capzb
prkce,capza2
prkce,tial1
prkce,rps19
prkce,myl2
prkce,chchd3
prkce,slc25a11
prkce,slc25a5
prkce,mapk9
prkce,hnrnpa2b1
prkce,c1qa
prkce,pdhb
prkce,rps3
prkce,actn2
prkce,ldb3
prkce,fhl2
prkce,ptk2b
prkce,mapkapk2
prkce,ptgs2
prkce,tpm1
prkce,hnrnpd
prkce,tnni3
prkce,trf
prkce,hnrnpk
prkce,golga2
prkce,hnrnph1
prkce,hmox1
prkce,nos3
prkce,pik3c2a
prkce,hist1h1d
prkce,myh6
prkce,akr1b3
prkce,tmod1
prkce,ap1b1
prkce,hnrnpab
prkce,phb
prkce,myoz2
prkce,hadha
prkce,tnnc1
prkce,crip2
prkce,decr1
prkce,hadhb
prkce,idh3a
prkce,ndufa4
prkce,hnrnpdl
prkce,acot13
prkce,bmx
prkce,tnnt2
prkce,myh7
prkce,pcdh12
slc2a4,gga2
slc2a4,esyt1
il17a,ctcf
il23r,foxo1
gli2,hdac5
gli2,spop
gli1,smarcc2
brdt,ddx5
brdt,rab17
brdt,hnrnpk
bap1,prkca
bap1,asxl1
bap1,hcfc1
rnf4,trps1
rnf4,tcf20
abl2,itgb1
copb1,elavl1
elavl1,ago2
elavl1,tnf
elavl1,il6
elavl1,grb7
elavl1,tia1
elavl1,ptgs2
elavl1,rnasel
elavl1,tnpo2
ahi1,tuba1b
ahi1,cct8
camk2d,lrrfip1
epop,ddx5
epop,rps11
epop,c1qbp
epop,myl12b
epop,prpsap1
nkx2-1,hoxa9
nkx2-1,smarca4
hoxa9,paf1
hoxa9,polr2a
hoxa9,kdm4c
hoxa9,meis1
hoxa9,mllt3
hoxa9,ctr9
hoxa9,pbx1
hoxa9,cbx8
hoxa9,leo1
hoxa9,gtf2a1l
hoxa9,cdc73
hoxa9,jade1
hoxc12,pbx1
ecsit,slc25a5
vdr,ncoa1
vdr,trim24
vdr,cyp24a1
vdr,col1a1
vdr,tob2
vdr,baz1b
vdr,rxrb
vdr,grip1
vdr,med4
ncoa1,nr0b2
ncoa1,ncoa3
ncoa1,nrip1
trim24,esr1
trim24,sertad1
trim24,sertad2
trim24,trim33
cyp24a1,nr3c1
col1a1,serpinf1
col1a1,bmp1
baz1b,h2afx
baz1b,smarca4
baz1b,smarcc1
baz1b,smarcd3
baz1b,smarca2
rxrb,nrip1
grip1,nrip1
grip1,nr3c1
grip1,lrrfip1
grip1,ppfia4
grip1,ppfia1
cacna1h,ehd3
lck,socs6
lck,nsf
lck,cd8a
lck,ptprcap
lck,cd4
lck,skap2
lck,dlg1
lck,was
lck,tnfrsf9
lck,cyld
lck,fyb
lck,stk11
lck,hcls1
lck,cd38
lck,sh2d1b1
lck,stap1
lck,caml
lck,sh2d2a
lck,sh2d1b2
lck,cd28
socs6,flt3
flt3,socs2
flt3,flt3l
flt3,fiz1
flt3,rnf126
becn1,gja1
becn1,sh3glb1
becn1,bcl2l11
pum2,nanos3
pum2,rbbp6
ago2,ybx1
ago2,tnrc6b
ago2,fkbp5
ago2,tnrc6a
ago2,ddx6
ago2,hp1bp3
ago2,hnrnpul1
ago2,larp1
tead4,vgll4
hist1h1b,nasp
nasp,rabl2
nasp,hist1h1e
nasp,hspa2
nasp,hist1h1d
nasp,hist1h1a
nasp,hist1h1c
dnajb6,nfatc3
dnajb6,arrb1
dnajb6,hdac5
dnajb6,hdac7
nfatc3,tnf
nfatc3,spp1
nfatc3,foxm1
nfatc3,il2
nfatc3,tnfsf11
nfatc3,igf1
nfatc3,ppp3ca
nfatc3,nfatc4
nfatc3,dyrk3
nfatc3,sftpb
nfatc3,abca3
hdac4,hdac5
hdac4,gja1
hdac4,foxo1
hdac4,runx2
hdac4,mef2c
hdac4,ncf4
hdac4,sik1
arrb1,top2a
arrb1,card10
arrb1,vim
arrb1,bmpr2
arrb1,agtr1a
arrb1,cd247
arrb1,ednra
arrb1,hax1
arrb1,slc9a1
arrb1,cd164
arrb1,gnpat
arrb1,matn2
arrb1,hnrnpa1
arrb1,son
mdc1,h2afx
trp53bp1,h2afx
trp53bp1,ncoa6
trp53bp1,blm
h2afx,topbp1
h2afx,nbn
h2afx,scml2
h2afx,igbp1
h2afx,aifm1
h2afx,hspa2
h2afx,supt16
h2afx,psme4
h2afx,psip1
h2afx,srrm2
hdac5,mef2d
hdac5,gja1
hdac5,rfxank
hdac5,nr2e1
hdac5,bahd1
hdac5,mef2a
hdac5,runx2
hdac5,mef2c
hdac5,phb2
hdac5,ddx20
hdac5,hr
hdac5,ncor2
hdac5,sik1
hdac5,ankra2
btg2,cnot7
btg2,cnot8
cnot7,btg1
cnot7,cnot1
bcl6,ifitm1
notch1,smarca4
notch1,psen2
notch1,eif3f
notch2,psen2
rbpj,smarca4
med21,med7
neurod2,lrp8
neurod2,cdk5r1
neurod2,cux1
ctsb,hba-a2
ctsb,ctsl
lnx2,slc25a12
lnx2,rpn1
lnx2,srgap2
lnx2,erc1
lnx2,fchsd2
lnx2,rrbp1
lnx2,rpn2
lnx2,ckap4
lnx2,ddost
lnx2,ktn1
amd1,was
cul4a,rabl2
cul4a,smarca4
cul4a,hoxb4
cul4a,rnf7
cul4a,cdt1
cul4a,zfp36
cops2,csnk1a1
keap1,zbtb16
cul1,cul7
cul1,cand1
cul1,fbxl20
fbxw8,cul7
cul7,cul9
cul7,glmn
ube2d3,aurkb
ube2e3,rcbtb1
ube2e3,rnf220
ube2e3,arih2
ube2e3,ipo11
ube2e3,rnf5
ube2d1,pdlim2
ube2d1,tbl1xr1
neurl2,pdcd6ip
stx2,syt1
stx2,syt6
stx2,syt8
furin,flna
socs2,cish
socs7,sorbs3
cish,bcl2l11
cish,prkca
cish,prkcq
cish,prkcb
rabl2,hspa4l
rabl2,cand1
rabl2,vps35
rabl2,lta4h
rabl2,eef1b2
rabl2,psmd11
rabl2,tpm3
rabl2,kpnb1
rabl2,ckb
rabl2,rdx
rabl2,psmd2
rabl2,gsn
rabl2,clu
rabl2,hspa2
rabl2,apoe
rabl2,tsnax
rabl2,cct3
rabl2,cct6a
rabl2,erp44
rabl2,trf
rabl2,ipo5
rabl2,flna
rabl2,ppm1g
rabl2,nudc
rabl2,mapre1
rabl2,cyb5r3
rabl2,psmd3
rabl2,hk1
rabl2,rrbp1
rabl2,hspa4
rabl2,efhd2
rabl2,slc44a2
rabl2,slc3a2
rabl2,fam49b
rabl2,tbcb
rabl2,aldh1l1
atp12a,cd63
carm1,ncoa3
carm1,ncoa2
carm1,mef2c
pcbd1,tle6
pcbd1,chd4
zfp110,sertad1
tle6,ssbp4
tle6,ncoa3
tle6,mixl1
tle6,wwtr1
tle6,hoxa2
tle6,ssbp3
tle6,hoxd3
tle6,zfp473
tle6,foxp1
tle6,ooep
tle6,maml1
tle6,nlrp5
tle6,khdc3
tle6,foxg1
cers2,ncoa3
cers2,ssbp3
cers2,sertad1
cers2,mycn
ercc8,ncoa3
ercc8,ssbp3
trem2,opa1
gpbp1,polr2a
cacna1b,map1lc3b
cacna1b,tspan13
bloc1s6,dtnbp1
cst3,irf4
cst3,pdpk1
rpn1,pdpk1
birc3,sept4
birc3,hccs
birc3,tlr4
birc3,htra2
birc3,casp9
birc3,birc2
birc3,map3k1
birc3,csf1r
birc3,irf5
birc3,casp3
birc3,diablo
birc3,sirt6
birc3,pdpk1
top2a,smarca4
top2a,arid1a
top2a,smarce1
top2a,smarcc1
top2a,smarcb1
top2a,ss18
top2a,pbrm1
top2a,dpf2
top2a,vezf1
top2a,ranbp2
top2a,zbtb16
top2a,pdpk1
atp6v0c,atp6v1g1
atp6v0c,atp6v1g2
atp6v0c,pdpk1
ddx5,smarca4
ddx5,polr2a
ddx5,creb3l4
ddx5,tial1
ddx5,mapkapk2
ddx5,drosha
ddx5,hnrnph1
ddx5,dhx9
col3a1,serpinf1
col5a1,col5a2
col5a1,ush2a
mmp9,neu1
lgals9,havcr2
lgals9,p4hb
il2ra,runx1
il2ra,nfatc2
il2ra,ecm1
jund,batf3
lefty1,tdgf1
lefty1,polr2a
lefty1,ctcf
lefty1,taf3
lefty1,nodal
tdgf1,gdf3
hif1a,lgals3
hif1a,hif3a
hif1a,egln3
hif1a,e2f8
cited2,lhx2
cited2,tfap2c
cited2,tfap2a
cited2,hnf4a
cited2,wt1
cited2,tfap2b
kcnab1,kcnab2
dtnbp1,xpo1
dtnbp1,slc25a4
dtnbp1,dapk1
dtnbp1,atp5a1
dtnbp1,txn1
dtnbp1,dtnb
dtnbp1,snapin
dtnbp1,cmya5
dtnbp1,dtna
dtnbp1,wasf2
dtnbp1,ap3b2
dtnbp1,bloc1s5
dtnbp1,hadha
dtnbp1,kxd1
dtnbp1,hadhb
dtnbp1,arfgef2
gjb3,gja1
gjb3,cnst
gjb3,tsg101
gja1,cnst
gja1,kat2b
gja1,scn5a
gja1,atg16l1
gja1,p2rx7
gja1,nbr1
gja1,map1lc3a
gja1,gjc1
gja1,ybx3
gja1,eps15
gja1,cdh2
gja1,itga5
gja1,tjp1
gja1,efnb2
gja1,tsg101
gja1,ywhaq
gja1,pik3c3
gja1,pkp2
gja1,atg14
gja1,pik3r4
gja1,dbn1
gja1,scn1b
gja1,tmem65
gga2,cnst
gga2,sorl1
prnp,atp1a3
prnp,l1cam
prnp,dpysl2
prnp,ncam1
prnp,stxbp1
prnp,aplp2
prnp,mbp
prnp,clu
prnp,apoe
prnp,prnd
prnp,psmc2
prnp,p4hb
cd300a,nr0b2
dok1,dok2
dok1,fcgr2b
dok1,tec
dok1,csf1r
dok1,phgdh
dok2,nck2
dok2,rasa1
dok2,bcr
sh3kbp1,drd2
sh3kbp1,sh3gl2
sh3kbp1,dnm2
sh3kbp1,atxn2
sh3kbp1,shkbp1
lcp2,ywhag
lcp2,wipf1
lcp2,skap2
lcp2,was
lcp2,ubash3a
lcp2,fyb
lcp2,vav1
lcp2,grap2
lcp2,nap1l4
lcp2,ywhaq
lcp2,cd6
lcp2,map4k1
lcp2,zc3hav1
lcp2,skap1
lcp2,sf3b4
lcp2,sit1
lcp2,grap
fcgr2b,trim21
fcgr2b,trim33
ppia,mbd2
ppia,prpf19
abcg3,cfl1
abcg3,dstn
card10,malt1
gab1,pprc1
aimp2,fubp1
smarca4,arid1a
smarca4,smarce1
smarca4,nf1
smarca4,polr2a
smarca4,ets2
smarca4,actl6b
smarca4,yy1
smarca4,tbx21
smarca4,kdm6b
smarca4,kdm4a
smarca4,kdm4b
smarca4,kdm4c
smarca4,nsd2
smarca4,rps6ka5
smarca4,ikzf1
smarca4,runx1
smarca4,eya1
smarca4,six1
smarca4,add1
smarca4,hnrnpu
smarca4,smarcc1
smarca4,sox17
smarca4,alb
smarca4,cul4b
smarca4,brwd1
smarca4,hdac9
smarca4,gata1
smarca4,myog
smarca4,smarcd3
smarca4,smarcb1
smarca4,ss18
smarca4,pbrm1
smarca4,dpf2
smarca4,smarcc2
smarca4,zmiz1
smarca4,dlk1
smarca4,chfr
smarca4,uty
smarca4,mbd3
smarca4,kdm6a
smarca4,smarca2
smarca4,numa1
smarca4,pax5
smarca4,cebpg
smarca4,nr1h4
smarca4,nono
smarca4,phf10
smarca4,hnf4a
smarca4,cdx2
smarca4,mybbp1a
smarca4,afp
smarca4,smarcd2
smarca4,tbx20
smarca4,bcl7a
smarca4,ss18l1
smarca4,bicra
smarca4,brd9
smarca4,srrm2
smarca4,arid2
arid1a,smarce1
arid1a,smarcc1
arid1a,smarcb1
arid1a,ss18
arid1a,smarca2
arid1a,chd4
arid1a,ubb
smarce1,runx1
smarce1,smarcc1
polr2a,vim
polr2a,nfya
polr2a,cxcl10
polr2a,smyd2
polr2a,magoh
polr2a,srsf6
polr2a,vegfa
polr2a,smyd3
polr2a,cdk6
polr2a,hnrnph1
polr2a,brd4
polr2a,gas5
yy1,ctcf
yy1,smc4
tbx21,runx1
kdm6b,smarcc1
kdm6b,smarcc2
kdm6b,trim26
kdm4c,meis1
kdm4c,ssbp3
nsd2,brd4
ikzf1,smarcc1
ikzf1,gata1
ikzf1,smarcd3
ikzf1,smarca2
ikzf1,nkd2
ikzf1,ctbp2
ikzf1,cd4
ikzf1,chd4
ikzf1,ctbp1
ikzf1,malt1
ikzf1,uba2
ikzf1,ikzf3
ikzf1,ikzf4
ikzf1,ikzf2
ikzf1,pias3
ikzf1,syt13
ikzf1,chd3
runx1,smarcc1
runx1,gata1
runx1,smarcb1
runx1,smarcc2
runx1,mbd3
runx1,set
runx1,phc1
runx1,cbfb
runx1,ring1
runx1,ctla4
runx1,cd4
runx1,mta1
runx1,il2
runx1,wdr5
runx1,hcfc1
runx1,cdk6
runx1,kat6a
runx1,twist2
runx1,runx3
runx1,fli1
runx1,tfap4
runx1,pcgf5
runx1,pold3
eya1,smarcc1
eya1,smarcc2
six1,smarcc1
six1,smarcc2
six1,dach1
add1,smarcc1
smarcc1,smarcb1
smarcc1,smarca2
hdac9,pcbp1
hdac9,ctbp1
hdac9,ubb
gata1,creb1
gata1,mbd3
gata1,chd4
gata1,ctbp1
gata1,med1
gata1,trim33
gata1,gfi1b
gata1,cpa3
