A,B
sf3b1,cul3
sf3b1,phc1
sfpq,rad51d
sfpq,rara
sfpq,dsp
sfpq,rabl2
sfpq,smarca4
sfpq,smarca2
sfpq,ctr9
sfpq,pspc1
sfpq,per1
sfpq,lmx1b
sfpq,en1
sfpq,nr4a2
sfpq,pitx3
sfpq,rbfox3
actg1,ep400
actg1,lmna
actg1,plekhg5
actg1,smarca4
actg1,calr
actg1,p4hb
sun2,lmna
sun2,traf1
sun2,syne2
sun2,tmem201
sun2,ccdc155
setx,xrn2
tuba1a,ndn
tuba1a,rab4a
tuba1a,patj
tuba1a,camk2d
tuba1a,ndel1
tuba1a,sav1
tuba1a,cyld
tuba1a,sh2d5
tuba1a,cct7
tuba1a,mapre3
tuba1a,psrc1
tuba1a,hsph1
tuba1a,slc17a6
tuba1a,cct4
tuba1a,map4
sptbn1,kalrn
sptbn1,cyfip2
sptbn1,nckap1
epc1,ep400
epc1,myc
tubb5,cask
tubb5,mks1
tubb5,isg15
tubb5,nphp1
tubb5,pfn1
tubb5,ahi1
tubb5,camk2d
stk38,jarid2
stk38,ezh1
stk38,mtf2
stk38,mical1
trrap,ep400
trrap,myc
trrap,taf9
trrap,taf12
trrap,usp22
ep400,myc
ep400,ccnb1ip1
epc2,myc
gm20894,dkkl1
loc108168558,dkkl1
loc108168553,dkkl1
lmna,rab5c
lmna,sod1
lmna,rab6b
lmna,cbx3
lmna,myh9
lmna,cbx5
lmna,eif3i
lmna,sdha
lmna,b9d1
lmna,nphp1
lmna,ddx39b
lmna,srsf2
lmna,prkce
lmna,trp53bp1
lmna,h2afx
lmna,top2a
lmna,ywhag
lmna,rab7
lmna,sec22b
lmna,sfn
lmna,cnn3
lmna,hist1h1e
lmna,larp4b
lmna,pitpnb
lmna,gm5414
lmna,psmb5
lmna,syne2
lmna,sun1
lmna,tmem201
lmna,lmnb1
lmna,tnpo1
lmna,rab2a
lmna,mlip
lmna,luc7l
lmna,lbr
lmna,tor1aip1
lmna,serbp1
lmna,emd
lmna,strap
lmna,hnrnph2
lmna,sar1a
lmna,mtap
lmna,hnrnpul1
lmna,lemd3
lmna,rbm10
lmna,esd
lmna,ik
lmna,anxa3
lmna,ppil1
lmna,eftud2
lmna,arpc1b
lmna,lmnb2
lmna,ddx3y
lmna,gm5560
lmna,gm15032
lmna,colgalt1
tyr,tfrc
tyr,canx
tyr,rab27a
rab34,ubr5
rab5b,ubr5
rab5c,atp2a2
rab5c,zmiz1
rab5c,vps35
rab5c,ndufs2
rab5c,wdr1
rab5c,ubr5
rab5c,aldh18a1
rab5c,tkt
rab5c,uhrf1bp1l
rab5c,tbrg4
rab5c,agps
ap1g1,ctsd
ap1g1,ap1m1
ap1g1,igf2r
ap1g1,ap1b1
chuk,irf1
chuk,nlrx1
chuk,tax1bp1
chuk,tpx2
chuk,sestd1
chuk,ptprs
chuk,irf7
chuk,map3k3
chuk,nfkbia
chuk,atg16l2
chuk,rassf2
eea1,cybb
eea1,itgb2
hcn1,pak1
hcn1,sh3kbp1
hcn1,cnp
hcn1,cit
hcn1,tns1
hcn1,kctd12
zfp322a,litaf
zfp322a,eif4enif1
zfp322a,hsd11b1
zfp322a,mcm10
zfp322a,hectd1
zfp322a,psmd3
zfp322a,usp6nl
zfp322a,plxnc1
zfp322a,ino80d
zfp322a,filip1l
zfp322a,dopey2
zfp322a,h13
foxa1,cdkn1a
foxa1,nfatc3
foxa1,galk1
foxa1,acsl5
foxa1,pck2
ryr1,rrm2
ryr1,bin1
ryr1,luc7l2
ryr1,nme2
srf,bptf
srf,elf1
srf,mkl1
srf,egr1
srf,smarca4
srf,zeb1
bptf,h3f3a
elf1,ephb4
myocd,hdac5
myocd,smarca4
myocd,zfp467
myocd,mef2c
myocd,kdm3a
myocd,ubr5
hopx,mta2
hopx,mta1
hopx,mta3
mkl1,lhx2
mkl1,kdm3a
mkl1,scai
lnx1,rpn1
lnx1,add1
lnx1,hspa4l
lnx1,ppfia4
lnx1,ppfia1
lnx1,srgap2
lnx1,erc1
lnx1,ywhaq
lnx1,car1
lnx1,hnrnph1
lnx1,ppfibp1
lnx1,fchsd2
lnx1,hspa4
lnx1,ap1b1
lnx1,gstm7
lnx1,ndrg1
lnx1,vwa5a
cacnb4,tuba1c
ntrk1,tnfrsf1b
ntrk1,sort1
ntrk1,coro1a
ppp2ca,nr3c1
ppp2ca,aplp2
ppp2ca,rhob
ppp2ca,nme2
ppp2ca,pdxk
ppp2ca,sars
rnf11,tax1bp1
nfe2,rnf14
nfe2,ubp1
nfe2,sirt2
nfe2,mapk8
nfe2,ehmt1
nfe2,ehmt2
nfe2,pdlim4
nfe2,zfp219
nfe2,med21
nfe2,tle6
nfe2,ercc8
nfe2,smarce1
nfe2,kdm4b
nfe2,dpf2
nfe2,psmd4
nfe2,pbx4
nfe2,kat2b
nfe2,mafk
nfe2,mafg
nfe2,hbb-bs
nfe2,hoxb4
nfe2,zfp277
nfe2,gtf2e2
nfe2,zscan2
nfe2,per1
nfe2,kmt2d
nfe2,chd4
nfe2,supt4a
nfe2,csde1
nfe2,gcfc2
nfe2,tial1
nfe2,zfp111
nfe2,zfp592
nfe2,wdr5
nfe2,hcls1
nfe2,trip4
nfe2,zfp292
nfe2,tsg101
nfe2,e4f1
nfe2,men1
nfe2,uba52
nfe2,mybbp1a
nfe2,orc2
nfe2,kdm5d
nfe2,gtf2h2
nfe2,zdhhc6
nfe2,asb12
nfe2,gtf2e1
nfe2,aebp1
nfe2,dlx5
nfe2,foxn2
nfe2,gtf2h1
nfe2,hoxa4
nfe2,alas2
nfe2,polr2b
nfe2,csdc2
nfe2,mms19
nfe2,ash1l
nfe2,plrg1
nfe2,ankrd49
nfe2,hif1an
nfe2,polr2d
nfe2,snai1
nfe2,kdm5c
nfe2,asb1
nfe2,zfp764
nfe2,carf
rnf14,siglecg
siglecg,ddx58
siglecg,trim21
siglecg,kmt2a
siglecg,hmgb1
siglecg,cd24a
zfp236,trps1
rara,eif3a
rara,eif3b
rara,ep300
rara,vcp
rara,pura
rara,ncoa1
rara,trim24
rara,grip1
rara,ddx5
rara,arid1a
rara,rps6ka5
rara,hnrnpu
rara,smarcd3
rara,vim
rara,ap2a2
rara,ywhag
rara,kcnd2
rara,kat2b
rara,purb
rara,pabpc1
rara,nrip1
rara,gnaq
rara,nrip2
rara,tgif1
rara,med25
rara,zfp423
rara,nr1h4
rara,klf5
rara,med1
rara,nme1
rara,rpsa
rara,prame
rara,nono
rara,rps19
rara,rps25
rara,ap2b1
rara,ap2a1
rara,rpl23
rara,rps6
rara,rbm3
rara,rps16
rara,rps3
rara,fus
rara,abca1
rara,sumo2
rara,snw1
rara,g3bp1
rara,hnrnpd
rara,snd1
rara,nfatc2
rara,ddr1
rara,flot2
rara,rps4x
rara,ajuba
rara,ddx3x
rara,syncrip
rara,alyref
rara,rps5
rara,rps26
rara,tmod1
rara,ddx1
rara,rps17
rara,rps13
rara,hnrnpab
rara,rps12
rara,ap2m1
rara,tuba3a
rara,tuba3b
rara,rep1
rara,nabp2
paip1,eif3a
paip1,rabl2
paip1,pabpc1
paip1,eif3g
eif3a,eif4g1
eif3a,eif4b
eif3a,eif3b
eif3a,piwil2
eif3a,eif3k
eif3a,eif3i
eif3a,eif3f
eif3a,eif3g
eif3a,eif3e
eif3a,eif3c
eif3a,eif3h
eif4g1,eif3b
eif4g1,eif3i
eif4g1,eif4e
eif4b,eif3i
eif3b,eif3i
eif3b,lin28a
eif3b,rps6
eif3b,eif4e
eif3b,rps6kb1
piwil2,eif4g3
gata6,gata1
gata6,lmcd1
bmi1,hells
bmi1,dnmt3b
bmi1,runx1
bmi1,phc1
bmi1,aurkb
bmi1,cbfb
bmi1,cbx8
bmi1,cbx4
emx1,irf7
emx1,vdr
emx1,irf9
ppara,gata1
ppara,ncoa6
ppara,lpin1
mafb,fos
cxxc1,zfp768
slc12a2,mapk14
stk39,mapk14
stk39,gsn
stk39,hsph1
mapk14,nfatc1
mapk14,mapk11
mapk14,nr4a1
mapk14,prkce
mapk14,copb1
mapk14,nfatc3
mapk14,tab1
mapk14,lcp1
mapk14,nbr1
mapk14,mib1
mapk14,il2rg
mapk14,dlg1
mapk14,mapk12
mapk14,ccar1
mapk14,map2k6
mapk14,vav1
mapk14,mapk9
mapk14,nme2
mapk14,cdh2
mapk14,sp1
mapk14,mapkapk2
mapk14,cdon
mapk14,supt20
mapk14,spag9
mapk14,map2k3
mapk14,rcn2
mapk14,slc9a1
mapk14,dusp9
dsp,khsrp
dsp,myh9
dsp,vars
dsp,eef1g
dsp,tubb2a
dsp,dync1h1
dsp,dlat
dsp,pdhb
dsp,prdx4
khsrp,ifna4
khsrp,ifnb1
ifna4,irf7
ifna4,irf5
ifnb1,ehmt2
ifnb1,irf7
ifnb1,irf5
ifnb1,ddx3x
xiap,htra2
xiap,casp3
smurf1,runx2
kcnh2,nlrx1
kcnh2,pcbp1
kcnh2,dpysl2
kcnh2,aldh2
kcnh2,aldh1b1
kcnh2,ndufa12
cdh17,itgb1
cdh17,itga6
sod1,pdia2
sod1,als2
sod1,cybb
sod1,rac1
sod1,ppia
sod1,ywhag
sod1,acot7
sod1,actn4
sod1,lmnb1
sod1,ywhaq
sod1,snd1
sod1,ap3d1
sod1,cct2
sod1,eno3
sod1,prdx5
sod1,h1f0
sod1,hspa4
sod1,prph
sod1,myh11
sod1,lmnb2
cybb,rac1
cybb,tlr2
cybb,nrros
cybb,cyba
rac1,nckap1
rac1,tiam1
rac1,pak1
rac1,cdc42
rac1,pkn2
rac1,rbm39
rac1,tlr2
rac1,arhgap32
rac1,homer2
rac1,rrad
rac1,iqgap1
rac1,abr
rac1,cit
rac1,aplp2
rac1,rcc2
rac1,arhgdia
zfpm1,rbbp8
zfpm1,kdm1a
zfpm1,hdac2
zfpm1,rbbp7
zfpm1,ms4a2
zfpm1,mta2
zfpm1,gata1
zfpm1,ctbp2
zfpm1,mta1
zfpm1,ctbp1
zfpm1,cpa3
zfpm1,gatad2b
zfpm1,tacc3
ube2l3,rnf216
ube2l3,rnf144a
wwp2,smarcc1
wwp2,med25
rnf216,arc
dnajc3,eif2ak4
dnajc3,sil1
akap6,rapgef3
cul5,cish
snap29,vamp2
stx1a,vamp2
stx1a,nsf
stx1a,stxbp1
stx1a,stxbp5
vamp2,stx3
vamp2,snap23
vamp2,stx4a
vamp2,cdc42
vamp2,atp1a3
vamp2,snca
vamp2,syt2
vamp2,wdfy2
vamp2,prkcz
vamp2,prkci
vamp2,gpm6a
vamp2,gnb1
vamp2,stx1b
vamp2,aqp2
vamp2,stxbp3
vamp2,bves
vamp2,gnao1
vamp2,slc30a3
vamp2,atp6v0d1
vamp2,atp4a
vamp2,napa
vamp2,napb
vamp2,gnb3
atp6v1a,eef2
atp6v1a,cyfip2
atp6v1a,nckap1
atp6v1a,ap2a2
atp6v1a,bin1
atp6v1a,nsf
atp6v1a,prdx2
atp6v1a,dync1h1
atp6v1a,cct6a
atp6v1a,hnrnph1
atp6v1a,ldhb
atp6v1a,acsl6
atp6v1a,thy1
atp6v1a,ap1b1
atp6v1a,atp5c1
atp6v1a,bdh1
atp6v1a,ndufa13
atp6v1a,oxr1
atp6v1a,idh3a
atp6v1a,atp6v1f
atp6v1a,nfs1
atp6v1a,dnajc6
rab39b,rab4a
rab39b,immt
rab39b,rab35
rab39b,rab37
rab39b,ssh3
rab39b,rab44
rab39b,spag5
cdk4,cdkn2b
cdk4,hsp90aa1
cdk4,prmt5
cdk4,cdkn1a
cdk4,ppp1cc
cdk4,ccnd1
cdk4,pura
cdk4,ccnd2
cdk4,hist1h1b
cdk4,set
cdk4,ncoa2
cdk4,cdc37
cdk4,psmd10
cdk4,ppp1ccb
cdk4,wdr77
cdk4,dedd
cdk4,hist1h1a
cdk4,cdkn2d
cdk4,cdkn2c
cdk4,hist1h1c
traf2,ltbr
traf2,tax1bp1
traf2,birc3
traf2,zmiz1
traf2,traf3ip2
traf2,map3k5
traf2,trafd1
traf2,csf1r
traf2,cd27
traf2,slmap
traf2,bri3bp
traf2,tnfrsf13b
mapk8ip3,map3k5
mapk8ip3,tlr2
rfx2,foxj1
rfx2,gps2
rfx2,mynn
sirt2,zbtb3
sirt2,ccna2
sirt2,tlx3
sirt2,foxo3
sirt2,ncoa3
sirt2,hspa1a
sirt2,cdc20
sirt2,foxo1
sirt2,ssbp3
sirt2,sertad1
sirt2,fzr1
sirt2,aurka
sirt2,ripk3
rhoq,pak1
tnfsf14,ltbr
ltbr,birc3
ltbr,krt8
ltbr,krt18
ltbr,otud7b
prkcd,slc1a5
prkcd,gja1
prkcd,fbxw7
prkcd,hspb1
prkcd,pak2
prkcd,ldb3
prkcd,slc38a3
prkcd,scrib
hoxd4,pbx1
polr2i,hoxa9
polr2i,jdp2
pbx3,hoxa9
pbx3,meis1
tcte3,csnk2b
csnk2b,dact1
csnk2b,fgf2
csnk2b,csnk2a1
lin7c,apba1
lin7c,plekhg5
lin7c,nrxn1
lin7c,ppfia4
lin7c,ppfia1
apba1,rab6b
apba1,cask
apba1,ppfia2
rab6b,sec11c
cask,cnp
cask,stxbp1
cask,dst
cask,cdk5r1
cask,tuba1c
aire,srsf2
aire,nasp
aire,top2a
aire,ddx5
aire,cand1
aire,ranbp2
aire,kpnb1
aire,mcm5
aire,mcm2
aire,lmnb1
aire,rad21
aire,ddx17
aire,smc1a
aire,smc3
aire,ruvbl2
aire,mybbp1a
aire,mcm6
aire,c1qbp
aire,snrpb
aire,nup93
aire,gemin5
aire,eftud2
aire,msh6
aire,chd6
msh2,msh6
akap8,rps6ka1
akap8,ccnd1
akap8,ddx5
rps6ka1,nf2
rps6ka1,ago2
rps6ka1,fxr2
rps6ka1,pygm
ctsd,ctsb
ctsd,igf2r
ctsd,pi4kb
ctsd,hba-a2
ctsd,hba-a1
ctsd,pi4k2a
ctsd,hbb
cd5,csk
csk,ptpn18
csk,cd44
csk,itgb3
csk,dok1
csk,dok2
csk,khdrbs1
csk,cdh5
csk,cdh2
csk,prag1
csk,lrrk1
csk,muc1
nfkb2,h3f3a
nfkb2,il17ra
atf7,ehmt2
atf7,fos
atf7,myo10
atf7,tap1
atf7,atf7ip
il9,gata1
cbx3,h3f3a
cbx3,trim24
cbx3,runx1
cbx3,myo10
cbx3,senp7
cbx3,tap1
h3f3a,ifng
h3f3a,ldha
h3f3a,cbx5
h3f3a,asf1a
h3f3a,asf1b
h3f3a,hdac3
h3f3a,hira
h3f3a,rbbp4
h3f3a,ehmt2
h3f3a,ccnb1ip1
h3f3a,cbx2
h3f3a,dnmt3a
h3f3a,il4
h3f3a,macf1
h3f3a,uhrf1
h3f3a,hist1h2bm
h3f3a,hist1h4f
h3f3a,nasp
h3f3a,hdac5
h3f3a,kdm6b
h3f3a,ss18
h3f3a,chd1
h3f3a,aurkb
h3f3a,cbx8
h3f3a,creb3l4
h3f3a,kmt2d
h3f3a,zfpm2
h3f3a,rps19
h3f3a,rgs9
h3f3a,setd1a
h3f3a,setd1b
h3f3a,mcm2
h3f3a,chd5
h3f3a,desi1
h3f3a,atrx
h3f3a,aurka
h3f3a,mcm6
h3f3a,ing2
h3f3a,kmt2b
h3f3a,kmt2c
h3f3a,gas5
h3f3a,il13
h3f3a,hist1h2aa
h3f3a,dhx9
h3f3a,dnajc9
h3f3a,supt16
h3f3a,cbx6
h3f3a,ssrp1
h3f3a,slc2a3
h3f3a,il5
h3f3a,rbmxl2
h3f3a,pygo2
h3f3a,rad50
h3f3a,hat1
h3f3a,cbx4
fcer2a,nfatc1
fcer2a,nfatc3
il17ra,ep300
il17ra,hist1h4f
il17ra,il17a
il17ra,hif1a
il17ra,il17re
il17ra,il17c
il17ra,traf3ip2
il17ra,foxo1
il17ra,il17rc
il17ra,il17f
il17ra,foxp1
il17ra,il17rd
skp2,myc
skp2,runx2
skp2,phb2
cr2,nfatc1
cr2,nfatc3
cr2,nfatc2
cr2,c3
cr2,nfat5
dyrk1a,srsf2
dock1,zhx2
dock1,elmo1
dock1,elmo3
dock1,elmo2
dock1,adgrb1
dock1,vps37c
litaf,stat6
litaf,nfatc2
stat6,irf1
stat6,dnmt3a
stat6,smarca4
stat6,ncoa3
stat6,nr3c1
stat6,bax
stat6,parp14
stat6,tmbim6
nkx2-5,baz1b
nkx2-5,smarca4
nkx2-5,mef2c
smarcd1,top2a
smarcd1,smarca4
smarcd1,arid1a
smarcd1,runx1
smarcd1,smarcc1
hoxd10,pbx1
ebi3,il12a
ebi3,il27ra
ebi3,il27
il12a,il12b
il12a,irf1
il12a,il23a
il12a,zfp668
ep300,nfatc1
ep300,nupr1
ep300,tle6
ep300,lefty1
ep300,cited2
ep300,runx1
ep300,ncoa3
ep300,ubtf
ep300,il1r1
ep300,ifnar2
ep300,sertad1
ep300,chd4
ep300,kdm3a
ep300,bax
ep300,rbp1
ep300,myb
ep300,vegfa
ep300,xbp1
nfatc1,gata2
nfatc1,il12b
nfatc1,ifng
nfatc1,dvl1
nfatc1,spi1
nfatc1,hdac3
nfatc1,il4
nfatc1,il10
nfatc1,il2
nfatc1,igf1
nfatc1,aqp2
nfatc1,pdcd1
gata2,spi1
gata2,ms4a2
gata2,runx1
gata2,meis1
gata2,fbxw7
gata2,pbx1
gata2,erg
gata2,med1
gata2,trim33
gata2,cpa3
gata2,myb
gata2,mad1l1
gata2,pou1f1
il12b,irf1
il12b,nfil3
il12b,irf5
il12b,nfatc2
ifng,runx1
ifng,smarcc1
ifng,smarcc2
ifng,kpnb1
ifng,rad21
ifng,ctcf
ifng,nfatc2
ifng,rad50
trim8,arhgef1
arhgef1,macf1
arhgef1,ipo5
arhgef1,hip1r
arhgef1,cux1
hoxd12,meis1
coq2,slc25a3
coq2,chchd3
coq2,slc25a5
coq2,h1f0
coq2,sfxn1
coq2,atp5c1
coq2,rsl1d1
dnm1l,prdx2
dnm1l,dync1h1
dnm1l,pdhb
dnm1l,ywhaq
dnm1l,hsph1
dnm1l,acin1
mks1,tuba1b
lox,egfl7
egfl7,loxl1
egfl7,notch3
egfl7,notch1
egfl7,notch2
egfl7,notch4
egfl7,loxl4
egfl7,loxl2
raf1,prkce
raf1,sorbs3
raf1,sgk1
raf1,grb10
raf1,rap1b
raf1,map3k5
raf1,rabgef1
trip13,chd4
trip13,klhdc2
ndn,kif21b
ndn,cacybp
ndn,foxo1
ndn,ccar1
ndn,ddx24
ndn,hcfc1
ndn,camk1
ndn,rufy2
ndn,nucb1
ndn,dazap2
ndn,mcm10
ndn,mpnd
ndn,iffo2
epas1,ets1
epas1,hif3a
esrrg,ncoa2
esrrg,hlf
ets1,runx1
ets1,prdm1
ets1,sell
tnfsf9,tnfrsf9
map4k3,lcp2
map4k3,prkcq
slc9a3r2,pdgfrb
pdgfrb,kdr
pdgfrb,wasl
pdgfrb,pdgfb
pdgfrb,pdgfc
pdgfrb,pdgfd
pot1a,tpp1
pdlim5,prkce
pdlim5,tpm2
pdlim5,tpm1
acta2,vdr
acta2,casp3
trem3,tyrobp
tyrobp,hcst
tyrobp,clec5a
tyrobp,cd300c2
tyrobp,klrk1
tyrobp,rhbdd3
tyrobp,cd200r1
tyrobp,siglec15
tyrobp,pilrb1
tyrobp,treml4
snx9,insr
snx9,igf1r
snx9,was
insr,grb10
insr,dok3
insr,sorbs1
igf1r,grb10
igf1r,adcyap1r1
igf1r,igf1
igf1r,gigyf1
isg15,serpina3g
isg15,tars
isg15,aars
isg15,eef1a1
isg15,eef2
isg15,uba1
isg15,vcp
isg15,pk
isg15,acly
isg15,eno1
isg15,ldha
isg15,mdh2
isg15,gpi1
isg15,hsp90aa1
isg15,myh9
isg15,vars
isg15,lars
isg15,iars
isg15,samhd1
isg15,uba7
isg15,anxa6
isg15,rars
isg15,usp5
isg15,sord
isg15,aldoa
isg15,tpi1
isg15,nomo1
isg15,taldo1
isg15,me1
isg15,pgk1
isg15,gapdh
isg15,ugp2
isg15,pkm
isg15,ube2l6
isg15,irf3
isg15,aldh18a1
isg15,serpinb2
serpina3g,ctsl
eef1a1,macf1
eef1a1,eef1g
eef1a1,dst
eef1a1,syne1
eef1a1,ankrd26
eef2,nphp1
eef2,npm1
eef2,cul3
eef2,rabl2
eef2,cpeb2
uba1,rabl2
uba1,trim21
vcp,herpud1
vcp,svip
vcp,clta
vcp,rad23b
vcp,lman1
vcp,zfand2b
acly,mef2c
eno1,prkce
ldha,e2f4
ldha,b9d1
ldha,nphp1
ldha,pik3cg
ldha,hif1a
ldha,rab11b
ldha,gab2
ldha,hnrnpd
ldha,gnao1
mdh2,b9d1
mdh2,cs
gpi1,parp14
hsp90aa1,rab17
hsp90aa1,nr3c1
hsp90aa1,kpnb1
hsp90aa1,cdc37
hsp90aa1,nod1
hsp90aa1,hectd1
myh9,rasip1
myh9,nphp1
myh9,epop
myh9,rnf123
myh9,pknox1
myh9,ace
myh9,nrp1
myh9,trim72
anxa6,kcnq3
anxa6,kcnq2
aldoa,cd47
aldoa,prdx2
aldoa,hadh
aldoa,ubqln1
aldoa,hba-a1
aldoa,hbb-b1
aldoa,hbb-b2
aldoa,ppib
aldoa,pdpk1
aldoa,tkt
gapdh,prkce
gapdh,rpl13a
pkm,rab35
pkm,casp3
tgfbr1,lrg1
tgfbr1,pak1
tgfbr1,tgfbr2
vangl2,vangl1
vangl2,celsr1
dact1,vangl1
dvl1,vangl1
dvl1,brd7
dvl1,pak1
dvl1,nxn
dact3,vangl1
dvl3,vangl1
dvl3,tiam1
dvl3,nxn
csnk1d,per1
ctnnd2,kalrn
vangl1,dvl2
gsk3b,nckap1
gsk3b,nfe2l2
gsk3b,macf1
gsk3b,ticam2
gsk3b,dpysl2
gsk3b,plekho1
gsk3b,frat1
gsk3b,frat2
dvl2,tiam1
dvl2,hck
dvl2,bcl9l
dvl2,gabarapl1
dvl2,nxn
dvl2,pklr
stap2,csf1r
hesx1,zmiz1
hesx1,lonp2
mcl1,bcl2l11
mcl1,hif3a
mcl1,canx
mcl1,bax
bcl2a1a,bcl2l11
clpp,clpx
bcor,mllt3
srebf1,nfil3
srebf1,smarca4
srebf1,smarcc1
srebf1,hnf4a
srebf1,sik1
mapk8,prkce
mapk8,bcl2l11
mapk8,gstp1
mapk8,lrp8
kif5b,ncoa2
kif5b,nudc
lrg1,acvrl1
lrg1,eng
lrg1,cebpe
lrg1,spi1
lrg1,tgfbr2
acvrl1,tgfbr2
eng,itgb1
eng,tgfbr2
cebpe,gata1
cebpe,ltf
spi1,arid3a
spi1,cdc42
spi1,cst3
spi1,fcgr2b
spi1,gata1
spi1,fgl2
spi1,ccl5
spi1,csf1r
spi1,cd68
spi1,trem1
mpeg1,cul1
mpeg1,ube2m
pstpip2,ptpn18
rab31,atp5a1
rab31,xcl1
rab22a,mpo
rab22a,atf7ip
rab22a,ctsl
rab22a,map4
rab22a,naaa
rab22a,mrto4
rab22a,slc46a3
rab22a,zzef1
rab9b,zmiz1
rab9b,tnip1
rab9b,ankrd44
rab9b,prdx4
nacc1,wdr18
nacc1,arid3a
nacc1,smarcc1
nacc1,gatad2b
nacc1,mybbp1a
nacc1,arid3b
zfp42,wdr18
zfp42,smarcc1
sall1,mta2
sall1,mta1
arid3a,arid3c
kalrn,cnksr2
kalrn,homer1
kalrn,sptbn2
kalrn,synpo
kalrn,nos2
kalrn,sestd1
kalrn,macf1
kalrn,camk2d
kalrn,gja1
kalrn,sptan1
kalrn,nefl
kalrn,camsap3
kalrn,camk2b
kalrn,iqsec1
kalrn,adam22
kalrn,gria3
kalrn,sncaip
kalrn,etl4
kalrn,myo5a
kalrn,rapgef4
kalrn,cit
kalrn,ank2
kalrn,camk2g
kalrn,ina
kalrn,nefm
kalrn,ppp1r9a
kalrn,sorbs1
kalrn,trio
kalrn,ctnna2
kalrn,dab2ip
kalrn,iqsec2
kalrn,epb41l3
kalrn,chchd6
kalrn,skt
kalrn,pkp4
kalrn,mapkapk5
kalrn,sipa1l1
kalrn,dzank1
kalrn,akap11
kalrn,cdh10
kalrn,gprin1
kalrn,lzts3
kalrn,map3k9
kalrn,shisa7
kalrn,specc1l
cnksr2,baiap2
cnksr2,cyth3
cnksr2,caprin1
cnksr2,cyth1
cyfip2,nckap1
cyfip2,sptbn2
cyfip2,sptan1
cyfip2,map3k5
cyfip2,camk2b
cyfip2,nlgn3
cyfip2,tmem108
cyfip2,etl4
cyfip2,wasf1
cyfip2,myo5a
cyfip2,ap2a1
cyfip2,ina
cyfip2,appl1
cyfip2,cdh2
cyfip2,shank1
cyfip2,abi2
cyfip2,fxr2
cyfip2,cntnap1
cyfip2,srgap3
cyfip2,cttnbp2
cyfip2,nek9
cyfip2,tpp2
cyfip2,caskin1
cyfip2,cdh10
cyfip2,fyco1
cyfip2,nhsl2
homer1,bin1
homer1,prkca
homer1,map3k5
homer1,ncam1
homer1,homer2
homer1,sirpa
homer1,myh10
homer1,dock7
homer1,cyth3
homer1,efhd2
nckap1,sptbn2
nckap1,synpo
nckap1,pfn2
nckap1,sptan1
nckap1,nefl
nckap1,epb41l1
nckap1,dpysl2
nckap1,baiap2
nckap1,nyap1
nckap1,wasf1
nckap1,nyap2
nckap1,sgip1
nckap1,ap2a1
nckap1,nefm
nckap1,myo16
nckap1,abi2
nckap1,epb41l3
cd2ap,rab4a
rab4a,slc25a3
rab4a,rab6a
rab4a,vps26b
rab4a,vps35
rab4a,lta4h
rab4a,rufy1
rab4a,ndufs2
rab4a,wdr1
rab4a,rps27a
rab4a,dars
rab4a,tkt
rab4a,asns
rab4a,ndufa5
rab4a,rab26
rab4a,tbrg4
rab4a,papss1
flt1,pik3cg
flt1,vegfa
h2-aa,h2-ab1
h2-aa,cd74
h2-eb1,cd74
h2-eb1,dpm2
h2-ab1,cd74
h2-ab1,march8
cd1d1,cd74
cd74,cd44
cd74,nos2
cd44,tiam1
cd44,lck
cd44,lgals9
cd44,rdx
cd44,srgn
nos2,irf1
nos2,rac2
nos2,prkce
nos2,elavl1
nos2,ikzf1
nos2,nrip1
nos2,coro2a
nos2,rcor1
nos2,rcor2
nos2,camkk1
nos2,pou2f2
map3k4,traf4
map3k4,cdc42
map2k4,prkcq
map2k4,rab35
map2k4,flna
traf4,traf3ip2
traf4,fhl2
sept7,mapk6
cbx5,cbx1
cbx5,rbl2
cbx5,hist1h4f
cbx5,trim24
cbx5,smarca4
cbx5,hdac9
cbx5,pogz
cbx5,paqr6
cbx5,hist4h4
cbx5,hist1h1e
cbx5,trim66
cbx5,suv39h1
cbx5,senp7
cbx5,rims3
cbx5,atrx
cbx5,rif1
cbx5,adnp
cbx5,lbr
cbx5,dmc1
cbx5,chaf1b
cbx5,hist3
asf1b,hist1h3h
asf1b,hist1h3b
setdb1,dnmt3a
setdb1,ncoa3
setdb1,mat2a
kdm1a,chd4
kdm1a,zeb1
kdm1a,ctbp1
kdm1a,gfi1b
kdm1a,rcor1
kdm1a,rcor2
hdac2,mta2
hdac2,gja1
hdac2,smarca4
hdac2,arid1a
hdac2,ikzf1
hdac2,runx1
hdac2,smarcc1
hdac2,gata1
hdac2,jdp2
hdac2,mta1
hdac2,ctbp1
hdac2,gfi1b
hdac2,rcor1
hdac2,ass1
hdac2,cd27
hdac2,anp32a
hdac2,mybbp1a
hdac2,rcor2
cbx1,trim24
cbx1,senp7
cbx1,atrx
rfc2,rtel1
cad,nphp1
rbbp7,mta2
rbbp7,gata1
rbbp7,mta1
sec23a,sec31a
tbl1x,barx2
tbl1x,ube2d1
tbl1x,mecp2
tbl1x,nrip1
sf3a3,rab17
mre11a,atrx
mre11a,rad50
itgb3,fermt3
itgb3,prkca
itgb3,itga5
itgb3,prkcb
itgb3,ubqln2
itgb3,fn1
itgb3,itgav
itgb3,p4hb
itgb3,itga2b
itgb3,prkd1
itgb2,fermt3
itgb2,lrp1b
itgb2,prkar1a
